,,temp_daily_max,pressure_daily_max,humidity_daily_max,wind_speed_daily_max,rain_1h_daily_max,rain_3h_daily_max,snow_3h_daily_max,clouds_all_daily_max
2015-06-29,Valencia,304.91,1021,88,5,0.0,0.0,0.0,20
2015-06-30,Barcelona,304.5,1019,74,6,0.0,0.0,0.0,20
2015-06-30,Bilbao,307.91,1018,94,6,0.0,0.0,0.0,40
2015-06-30,Madrid,310.71,1018,46,9,0.0,0.0,0.0,20
2015-06-30,Seville,306.19,1016,88,6,0.0,0.0,0.0,40
2015-06-30,Valencia,306.59,1019,77,5,0.0,0.0,0.0,0
2015-07-01,Barcelona,303.02,1018,78,5,0.0,0.0,0.0,20
2015-07-01,Bilbao,302.52,1016,94,5,0.3,0.0,0.0,75
2015-07-01,Madrid,308.89,1017,37,6,0.0,0.0,0.0,20
2015-07-01,Seville,306.33,1016,93,7,0.0,0.0,0.0,90
2015-07-01,Valencia,303.29,1017,73,6,0.0,0.0,0.0,40
2015-07-02,Barcelona,302.55,1022,83,7,0.0,0.0,0.0,40
2015-07-02,Bilbao,296.35,1023,100,5,0.3,0.0,0.0,90
2015-07-02,Madrid,306.29,1020,44,5,0.0,0.0,0.0,0
2015-07-02,Seville,308.51,1018,83,5,0.0,0.0,0.0,0
2015-07-02,Valencia,303.0,1020,83,5,0.0,0.0,0.0,40
2015-07-03,Barcelona,303.88,1023,62,5,0.0,0.0,0.0,20
2015-07-03,Bilbao,310.55,1023,100,8,0.0,0.0,0.0,90
2015-07-03,Madrid,309.41,1021,57,8,0.0,0.0,0.0,20
2015-07-03,Seville,309.66,1018,68,5,0.0,0.0,0.0,0
2015-07-03,Valencia,302.97,1022,88,5,0.0,0.0,0.0,75
2015-07-04,Barcelona,306.69,1023,83,6,0.0,0.0,0.0,40
2015-07-04,Bilbao,302.33,1023,93,5,0.0,0.0,0.0,75
2015-07-04,Madrid,309.47,1023,53,6,0.0,0.0,0.0,20
2015-07-04,Seville,311.74,1020,60,5,0.0,0.0,0.0,20
2015-07-04,Valencia,304.96,1022,78,4,0.0,0.0,0.0,20
2015-07-05,Barcelona,307.58,1020,83,8,0.0,0.0,0.0,20
2015-07-05,Bilbao,297.15,1023,100,5,0.0,0.0,0.0,90
2015-07-05,Madrid,310.11,1020,52,6,0.0,0.0,0.0,0
2015-07-05,Seville,311.99,1017,69,4,0.0,0.0,0.0,0
2015-07-05,Valencia,307.63,1020,78,5,0.0,0.0,0.0,0
2015-07-06,Barcelona,306.73,1019,66,8,0.0,0.0,0.0,0
2015-07-06,Bilbao,305.92,1024,100,7,0.0,0.0,0.0,90
2015-07-06,Madrid,312.8,1020,46,7,0.0,0.0,0.0,40
2015-07-06,Seville,312.11,1016,64,4,0.0,0.0,0.0,0
2015-07-06,Valencia,307.74,1020,78,4,0.0,0.0,0.0,20
2015-07-07,Barcelona,306.14,1017,78,8,0.0,0.0,0.0,0
2015-07-07,Bilbao,299.28,1021,93,5,0.0,0.0,0.0,75
2015-07-07,Madrid,311.59,1019,43,9,0.0,0.0,0.0,0
2015-07-07,Seville,312.76,1016,64,6,0.0,0.0,0.0,0
2015-07-07,Valencia,310.71,1017,68,5,0.0,0.0,0.0,20
2015-07-08,Barcelona,301.92,1016,88,5,0.0,0.0,0.0,75
2015-07-08,Bilbao,294.84,1024,100,3,0.3,0.0,0.0,75
2015-07-08,Madrid,311.33,1018,35,7,0.0,0.0,0.0,0
2015-07-08,Seville,311.14,1015,60,5,0.0,0.0,0.0,0
2015-07-08,Valencia,306.01,1015,78,5,0.0,0.0,0.0,20
2015-07-09,Barcelona,302.42,1017,83,7,0.0,0.0,0.0,90
2015-07-09,Bilbao,297.7,1025,82,6,0.0,0.0,0.0,75
2015-07-09,Madrid,311.41,1019,49,5,0.0,0.0,0.0,0
2015-07-09,Seville,311.4,1016,72,6,0.0,0.0,0.0,0
2015-07-09,Valencia,303.87,1018,88,5,0.0,0.0,0.0,75
2015-07-10,Barcelona,302.64,1017,83,8,0.0,0.0,0.0,20
2015-07-10,Bilbao,304.14,1022,100,12,0.0,0.0,0.0,40
2015-07-10,Madrid,309.69,1019,40,8,0.0,0.0,0.0,0
2015-07-10,Seville,307.87,1019,94,6,0.0,0.0,0.0,75
2015-07-10,Valencia,306.23,1017,88,6,0.0,0.0,0.0,40
2015-07-11,Barcelona,302.2,1021,83,5,0.0,0.0,0.0,75
2015-07-11,Bilbao,296.11,1025,87,6,0.0,0.0,0.0,75
2015-07-11,Madrid,309.27,1021,45,5,0.0,0.0,0.0,0
2015-07-11,Seville,310.84,1019,82,6,0.0,0.0,0.0,0
2015-07-11,Valencia,302.73,1020,88,6,0.0,0.0,0.0,90
2015-07-12,Barcelona,303.31,1019,88,6,0.0,0.0,0.0,40
2015-07-12,Bilbao,297.47,1025,100,4,0.9,0.0,0.0,90
2015-07-12,Madrid,309.64,1021,52,4,0.0,0.0,0.0,0
2015-07-12,Seville,312.41,1019,68,6,0.0,0.0,0.0,0
2015-07-12,Valencia,305.53,1019,88,6,0.0,0.0,0.0,20
2015-07-13,Barcelona,303.36,1019,83,5,0.0,0.0,0.0,40
2015-07-13,Bilbao,299.86,1026,93,5,0.0,0.0,0.0,75
2015-07-13,Madrid,311.34,1021,49,4,0.0,0.0,0.0,0
2015-07-13,Seville,313.09,1018,68,9,0.0,0.0,0.0,0
2015-07-13,Valencia,305.95,1019,83,6,0.0,0.0,0.0,20
2015-07-14,Barcelona,303.28,1019,83,5,0.0,0.0,0.0,40
2015-07-14,Bilbao,301.48,1025,93,4,0.0,0.0,0.0,90
2015-07-14,Madrid,311.9,1020,38,5,0.0,0.0,0.0,0
2015-07-14,Seville,312.52,1017,56,7,0.0,0.0,0.0,0
2015-07-14,Valencia,305.8,1018,88,5,0.0,0.0,0.0,40
2015-07-15,Barcelona,302.98,1018,78,5,0.0,0.0,0.0,0
2015-07-15,Bilbao,301.81,1023,94,4,0.0,0.0,0.0,90
2015-07-15,Madrid,311.51,1018,39,3,0.0,0.0,0.0,20
2015-07-15,Seville,314.33,1015,60,7,0.0,0.0,0.0,0
2015-07-15,Valencia,305.47,1018,83,5,0.0,0.0,0.0,75
2015-07-16,Barcelona,304.43,1017,83,7,0.0,0.0,0.0,20
2015-07-16,Bilbao,299.55,1018,100,4,0.0,0.0,0.0,90
2015-07-16,Madrid,311.47,1017,40,5,0.0,0.0,0.0,20
2015-07-16,Seville,313.5,1014,60,5,0.0,0.0,0.0,0
2015-07-16,Valencia,306.39,1016,78,5,0.0,0.0,0.0,20
2015-07-17,Barcelona,303.68,1018,83,4,0.0,0.0,0.0,20
2015-07-17,Bilbao,301.54,1019,100,4,0.3,0.0,0.0,20
2015-07-17,Madrid,309.49,1019,43,5,0.0,0.0,0.0,20
2015-07-17,Seville,313.52,1015,47,11,0.9,0.0,0.0,20
2015-07-17,Valencia,306.16,1018,78,5,0.0,0.0,0.0,20
2015-07-18,Barcelona,304.57,1018,88,7,0.0,0.0,0.0,75
2015-07-18,Bilbao,303.76,1020,93,7,0.9,0.0,0.0,75
2015-07-18,Madrid,306.54,1020,68,7,0.3,0.0,0.0,40
2015-07-18,Seville,310.87,1018,84,5,0.0,0.0,0.0,0
2015-07-18,Valencia,305.09,1018,83,6,0.9,0.0,0.0,75
2015-07-19,Barcelona,303.11,1016,83,5,0.0,0.0,0.0,40
2015-07-19,Bilbao,301.97,1019,100,5,0.0,0.0,0.0,75
2015-07-19,Madrid,307.3,1019,43,5,0.0,0.0,0.0,40
2015-07-19,Seville,310.23,1017,75,7,0.0,0.0,0.0,0
2015-07-19,Valencia,303.81,1016,94,4,0.0,0.0,0.0,40
2015-07-20,Barcelona,303.32,1015,88,5,3.0,0.0,0.0,40
2015-07-20,Bilbao,304.6,1019,93,5,0.0,0.0,0.0,20
2015-07-20,Madrid,309.06,1017,52,5,0.0,0.0,0.0,20
2015-07-20,Seville,312.35,1015,64,7,0.0,0.0,0.0,0
2015-07-20,Valencia,305.84,1015,88,5,0.0,0.0,0.0,40
2015-07-21,Barcelona,304.85,1016,83,5,0.0,0.0,0.0,40
2015-07-21,Bilbao,298.67,1019,100,4,0.9,0.0,0.0,75
2015-07-21,Madrid,309.85,1017,53,6,0.0,0.0,0.0,20
2015-07-21,Seville,312.99,1015,64,6,0.0,0.0,0.0,0
2015-07-21,Valencia,307.04,1015,94,7,0.0,0.0,0.0,75
2015-07-22,Barcelona,305.65,1016,88,9,3.0,0.0,0.0,40
2015-07-22,Bilbao,294.83,1023,100,5,0.3,0.0,0.0,75
2015-07-22,Madrid,306.67,1018,60,5,0.3,0.0,0.0,40
2015-07-22,Seville,312.6,1015,73,6,0.0,0.0,0.0,0
2015-07-22,Valencia,305.99,1017,83,7,0.3,0.0,0.0,75
2015-07-23,Barcelona,303.6,1016,83,8,3.0,0.0,0.0,40
2015-07-23,Bilbao,301.02,1023,93,4,0.0,0.0,0.0,75
2015-07-23,Madrid,309.2,1019,68,7,0.0,0.0,0.0,20
2015-07-23,Seville,311.6,1015,56,8,0.0,0.0,0.0,0
2015-07-23,Valencia,305.22,1017,83,6,0.0,0.0,0.0,40
2015-07-24,Barcelona,303.93,1012,88,9,3.0,0.0,0.0,40
2015-07-24,Bilbao,301.74,1018,100,8,0.0,0.0,0.0,90
2015-07-24,Madrid,307.14,1014,55,7,0.0,0.0,0.0,0
2015-07-24,Seville,309.63,1014,78,5,0.0,0.0,0.0,0
2015-07-24,Valencia,308.3,1012,88,4,0.9,0.0,0.0,20
2015-07-25,Barcelona,299.43,1017,88,4,12.0,0.0,0.0,75
2015-07-25,Bilbao,295.86,1022,93,5,0.3,0.0,0.0,90
2015-07-25,Madrid,306.74,1017,68,4,0.0,0.0,0.0,0
2015-07-25,Seville,309.9,1014,65,6,0.0,0.0,0.0,0
2015-07-25,Valencia,303.99,1016,88,6,0.0,0.0,0.0,75
2015-07-26,Barcelona,302.21,1017,83,11,0.0,0.0,0.0,75
2015-07-26,Bilbao,303.13,1020,100,7,0.0,0.0,0.0,75
2015-07-26,Madrid,309.73,1018,47,6,0.0,0.0,0.0,0
2015-07-26,Seville,311.52,1016,73,6,0.0,0.0,0.0,0
2015-07-26,Valencia,305.1,1017,94,5,0.9,0.0,0.0,75
2015-07-27,Barcelona,299.66,1014,88,7,0.0,0.0,0.0,75
2015-07-27,Bilbao,295.81,1019,100,6,0.9,0.0,0.0,90
2015-07-27,Madrid,310.32,1016,50,5,0.0,0.0,0.0,0
2015-07-27,Seville,314.3,1014,60,7,0.0,0.0,0.0,0
2015-07-27,Valencia,306.65,1012,94,6,0.0,0.0,0.0,20
2015-07-28,Barcelona,299.6,1015,88,4,0.0,0.0,0.0,75
2015-07-28,Bilbao,301.55,1020,93,5,0.0,0.0,0.0,75
2015-07-28,Madrid,310.43,1016,45,6,0.0,0.0,0.0,0
2015-07-28,Seville,314.26,1012,64,5,0.0,0.0,0.0,0
2015-07-28,Valencia,304.67,1014,88,5,0.0,0.0,0.0,75
2015-07-29,Barcelona,303.01,1013,88,7,0.3,0.0,0.0,75
2015-07-29,Bilbao,295.45,1019,100,4,0.3,0.0,0.0,75
2015-07-29,Madrid,309.5,1015,49,6,0.0,0.0,0.0,0
2015-07-29,Seville,312.71,1012,69,7,0.0,0.0,0.0,0
2015-07-29,Valencia,306.62,1013,88,5,0.0,0.0,0.0,90
2015-07-30,Barcelona,299.7,1014,83,6,3.0,0.0,0.0,75
2015-07-30,Bilbao,293.29,1019,100,4,0.9,0.0,0.0,75
2015-07-30,Madrid,304.89,1013,60,6,0.0,0.0,0.0,20
2015-07-30,Seville,310.37,1012,73,8,0.0,0.0,0.0,0
2015-07-30,Valencia,301.8,1012,89,7,0.3,0.0,0.0,92
2015-07-31,Barcelona,298.95,1013,83,4,12.0,0.0,0.0,75
2015-07-31,Bilbao,292.8,1016,100,4,3.0,0.0,0.0,75
2015-07-31,Madrid,305.0,1011,60,9,0.0,0.0,0.0,75
2015-07-31,Seville,309.2,1010,78,9,0.0,0.0,0.0,20
2015-07-31,Valencia,301.81,1012,88,8,3.0,0.0,0.0,90
2015-08-01,Barcelona,299.3,1017,94,5,12.0,0.0,0.0,75
2015-08-01,Bilbao,296.95,1019,100,4,0.0,0.0,0.0,90
2015-08-01,Madrid,303.97,1015,77,4,0.0,0.0,0.0,20
2015-08-01,Seville,309.62,1013,82,5,0.0,0.0,0.0,0
2015-08-01,Valencia,299.98,1016,88,5,12.0,0.0,0.0,75
2015-08-02,Barcelona,301.61,1018,88,9,0.0,0.0,0.0,75
2015-08-02,Bilbao,309.33,1019,100,4,0.0,0.0,0.0,20
2015-08-02,Madrid,307.11,1018,73,5,0.0,0.0,0.0,75
2015-08-02,Seville,311.51,1013,64,5,0.0,0.0,0.0,0
2015-08-02,Valencia,303.21,1018,88,5,0.0,0.0,0.0,40
2015-08-03,Barcelona,303.93,1017,88,8,0.0,0.0,0.0,75
2015-08-03,Bilbao,302.08,1017,93,4,0.3,0.0,0.0,75
2015-08-03,Madrid,308.64,1018,49,6,0.0,0.0,0.0,20
2015-08-03,Seville,309.92,1015,73,7,0.0,0.0,0.0,40
2015-08-03,Valencia,305.15,1018,88,6,0.0,0.0,0.0,75
2015-08-04,Barcelona,303.2,1016,88,7,3.0,0.0,0.0,20
2015-08-04,Bilbao,294.74,1021,100,5,0.3,0.0,0.0,90
2015-08-04,Madrid,307.2,1018,41,5,0.0,0.0,0.0,40
2015-08-04,Seville,310.74,1017,83,5,0.0,0.0,0.0,90
2015-08-04,Valencia,306.02,1016,83,6,0.0,0.0,0.0,40
2015-08-05,Barcelona,304.54,1016,83,6,0.0,0.0,0.0,0
2015-08-05,Bilbao,300.35,1018,100,7,0.0,0.0,0.0,75
2015-08-05,Madrid,308.54,1017,42,7,0.0,0.0,0.0,0
2015-08-05,Seville,311.89,1014,68,6,0.0,0.0,0.0,0
2015-08-05,Valencia,306.18,1016,83,4,0.0,0.0,0.0,40
2015-08-06,Barcelona,303.24,1016,83,4,0.0,0.0,0.0,40
2015-08-06,Bilbao,301.2,1018,93,4,0.0,0.0,0.0,75
2015-08-06,Madrid,309.94,1017,33,7,0.0,0.0,0.0,20
2015-08-06,Seville,311.74,1014,53,5,0.0,0.0,0.0,0
2015-08-06,Valencia,305.41,1015,88,4,0.9,0.0,0.0,75
2015-08-07,Barcelona,304.48,1016,88,5,0.0,0.0,0.0,75
2015-08-07,Bilbao,294.63,1023,100,5,0.3,0.0,0.0,75
2015-08-07,Madrid,308.95,1017,64,8,0.0,0.0,0.0,0
2015-08-07,Seville,311.6,1013,48,4,0.0,0.0,0.0,20
2015-08-07,Valencia,307.09,1017,83,5,0.9,0.0,0.0,75
2015-08-08,Barcelona,302.19,1019,94,7,0.9,0.0,0.0,75
2015-08-08,Bilbao,293.82,1025,100,6,0.3,0.0,0.0,75
2015-08-08,Madrid,305.22,1020,47,8,0.3,0.0,0.0,20
2015-08-08,Seville,312.42,1016,78,14,0.3,0.0,0.0,40
2015-08-08,Valencia,302.1,1019,94,6,0.9,0.0,0.0,75
2015-08-09,Barcelona,300.39,1020,94,6,0.9,0.0,0.0,90
2015-08-09,Bilbao,296.37,1026,100,4,0.0,0.0,0.0,90
2015-08-09,Madrid,305.76,1023,72,5,0.0,0.0,0.0,0
2015-08-09,Seville,311.47,1017,65,5,0.3,0.0,0.0,20
2015-08-09,Valencia,301.8,1020,88,5,0.0,0.0,0.0,75
2015-08-10,Barcelona,301.8,1018,83,6,0.3,0.0,0.0,75
2015-08-10,Bilbao,301.09,1024,100,5,0.0,0.002,0.0,20
2015-08-10,Madrid,309.02,1020,56,4,0.0,0.0,0.0,0
2015-08-10,Seville,311.6,1017,78,9,0.0,0.0,0.0,20
2015-08-10,Valencia,304.19,1019,88,5,0.0,0.0,0.0,75
2015-08-11,Barcelona,302.16,1016,78,5,0.9,0.0,0.0,20
2015-08-11,Bilbao,300.48,1017,100,4,0.0,0.0,0.0,75
2015-08-11,Madrid,306.66,1015,38,6,0.0,0.0,0.0,20
2015-08-11,Seville,310.95,1016,83,7,0.0,0.0,0.0,20
2015-08-11,Valencia,305.04,1015,88,5,0.0,0.0,0.0,75
2015-08-12,Barcelona,302.11,1017,88,6,0.0,0.0,0.0,75
2015-08-12,Bilbao,302.23,1017,94,4,0.3,0.0,0.0,75
2015-08-12,Madrid,306.32,1019,42,5,0.0,0.0,0.0,0
2015-08-12,Seville,310.6,1017,77,5,0.0,0.0,0.0,0
2015-08-12,Valencia,304.34,1016,94,5,0.0,0.0,0.0,40
2015-08-13,Barcelona,302.55,1016,83,7,3.0,0.0,0.0,75
2015-08-13,Bilbao,299.8,1018,100,9,0.9,0.0,0.0,75
2015-08-13,Madrid,300.31,1020,60,9,0.0,0.0,0.0,40
2015-08-13,Seville,309.01,1021,64,6,0.0,0.0,0.0,20
2015-08-13,Valencia,307.16,1016,94,10,0.0,0.0,0.0,20
2015-08-14,Barcelona,300.22,1014,83,8,0.0,0.0,0.0,40
2015-08-14,Bilbao,296.82,1019,87,7,0.3,0.0,0.0,75
2015-08-14,Madrid,300.12,1019,67,5,0.0,0.0,0.0,40
2015-08-14,Seville,306.55,1019,59,7,0.0,0.0,0.0,0
2015-08-14,Valencia,302.49,1015,61,6,0.0,0.0,0.0,40
2015-08-15,Barcelona,297.75,1015,88,6,12.0,0.0,0.0,75
2015-08-15,Bilbao,296.19,1019,100,5,0.9,0.0,0.0,75
2015-08-15,Madrid,299.57,1017,52,3,0.0,0.0,0.0,40
2015-08-15,Seville,306.62,1016,77,8,0.0,0.0,0.0,0
2015-08-15,Valencia,297.55,1014,64,4,0.9,0.0,0.0,75
2015-08-16,Barcelona,298.95,1015,88,7,0.3,0.0,0.0,40
2015-08-16,Bilbao,299.35,1018,100,4,0.0,0.0,0.0,40
2015-08-16,Madrid,302.32,1016,59,6,0.0,0.0,0.0,20
2015-08-16,Seville,307.87,1015,72,7,0.0,0.0,0.0,20
2015-08-16,Valencia,301.66,1015,88,6,0.0,0.0,0.0,20
2015-08-17,Barcelona,297.8,1014,88,7,12.0,0.0,0.0,75
2015-08-17,Bilbao,298.09,1017,100,4,0.9,0.0,0.0,76
2015-08-17,Madrid,303.57,1014,52,4,0.0,0.0,0.0,75
2015-08-17,Seville,307.54,1013,88,8,0.0,0.0,0.0,40
2015-08-17,Valencia,301.4,1012,88,8,0.9,0.0,0.0,75
2015-08-18,Barcelona,295.56,1016,93,5,12.0,0.0,0.0,75
2015-08-18,Bilbao,298.27,1020,100,5,0.0,0.0,0.0,75
2015-08-18,Madrid,304.4,1014,63,5,0.0,0.0,0.0,20
2015-08-18,Seville,307.37,1013,83,6,0.0,0.0,0.0,40
2015-08-18,Valencia,299.02,1016,83,8,0.0,0.0,0.0,75
2015-08-19,Barcelona,299.01,1019,82,6,0.3,0.0,0.0,75
2015-08-19,Bilbao,301.01,1022,100,4,0.0,0.0,0.0,75
2015-08-19,Madrid,304.91,1019,52,5,0.0,0.0,0.0,40
2015-08-19,Seville,309.71,1017,88,7,0.0,0.0,0.0,75
2015-08-19,Valencia,300.48,1019,78,5,0.3,0.0,0.0,75
2015-08-20,Barcelona,300.48,1021,83,5,0.0,0.0,0.0,75
2015-08-20,Bilbao,306.69,1023,93,5,0.0,0.0,0.0,0
2015-08-20,Madrid,306.71,1023,51,5,0.0,0.0,0.0,20
2015-08-20,Seville,312.14,1018,65,7,0.0,0.0,0.0,20
2015-08-20,Valencia,303.94,1021,78,6,0.0,0.0,0.0,75
2015-08-21,Barcelona,302.13,1021,94,7,3.0,0.0,0.0,40
2015-08-21,Bilbao,306.64,1022,94,6,0.0,0.0,0.0,75
2015-08-21,Madrid,306.69,1022,56,7,0.0,0.0,0.0,40
2015-08-21,Seville,311.45,1019,73,7,0.0,0.0,0.0,20
2015-08-21,Valencia,304.22,1021,88,6,0.0,0.0,0.0,75
2015-08-22,Barcelona,301.17,1019,88,4,12.0,0.0,0.0,75
2015-08-22,Bilbao,301.69,1019,100,4,0.9,0.0,0.0,75
2015-08-22,Madrid,303.64,1020,100,8,0.3,0.0,0.0,75
2015-08-22,Seville,305.82,1017,88,7,0.0,0.0,0.0,75
2015-08-22,Valencia,302.18,1018,83,6,0.0,0.0,0.0,75
2015-08-23,Barcelona,301.65,1012,83,9,0.3,0.0,0.0,75
2015-08-23,Bilbao,299.72,1011,100,7,0.3,0.0,0.0,75
2015-08-23,Madrid,298.7,1013,64,9,0.0,0.0,0.0,40
2015-08-23,Seville,306.61,1016,88,8,0.0,0.0,0.0,75
2015-08-23,Valencia,304.07,1011,88,10,0.0,0.0,0.0,20
2015-08-24,Barcelona,302.6,1016,78,8,0.0,0.0,0.0,20
2015-08-24,Bilbao,296.62,1019,87,9,0.0,0.0,0.0,75
2015-08-24,Madrid,296.87,1018,72,9,0.0,0.0,0.0,75
2015-08-24,Seville,306.32,1018,77,6,0.0,0.0,0.0,75
2015-08-24,Valencia,302.6,1014,44,9,0.0,0.0,0.0,20
2015-08-25,Barcelona,299.46,1020,73,5,0.3,0.0,0.0,40
2015-08-25,Bilbao,304.32,1020,100,5,0.0,0.0,0.0,40
2015-08-25,Madrid,301.66,1022,62,2,0.0,0.0,0.0,0
2015-08-25,Seville,309.15,1018,82,5,0.0,0.0,0.0,0
2015-08-25,Valencia,302.36,1019,74,5,0.0,0.0,0.0,75
2015-08-26,Barcelona,300.95,1019,83,8,0.0,0.0,0.0,20
2015-08-26,Bilbao,306.46,1018,93,5,0.0,0.0,0.0,20
2015-08-26,Madrid,304.52,1019,59,5,0.0,0.0,0.0,0
2015-08-26,Seville,309.49,1017,63,6,0.0,0.0,0.0,0
2015-08-26,Valencia,303.04,1019,78,6,0.0,0.0,0.0,75
2015-08-27,Barcelona,302.0,1016,83,7,0.0,0.0,0.0,40
2015-08-27,Bilbao,306.25,1015,93,7,0.0,0.0,0.0,20
2015-08-27,Madrid,304.35,1018,59,7,0.0,0.0,0.0,0
2015-08-27,Seville,309.8,1016,82,5,0.0,0.0,0.0,0
2015-08-27,Valencia,304.28,1016,88,6,0.0,0.0,0.0,20
2015-08-28,Barcelona,302.09,1019,88,5,0.0,0.0,0.0,40
2015-08-28,Bilbao,307.03,1017,94,5,0.0,0.0,0.0,75
2015-08-28,Madrid,306.52,1020,55,3,0.0,0.0,0.0,0
2015-08-28,Seville,311.5,1015,68,6,0.0,0.0,0.0,0
2015-08-28,Valencia,304.71,1018,83,5,0.0,0.0,0.0,20
2015-08-29,Barcelona,302.8,1021,88,4,0.0,0.0,0.0,40
2015-08-29,Bilbao,308.77,1018,100,6,0.0,0.0,0.0,75
2015-08-29,Madrid,307.81,1020,49,5,0.0,0.0,0.0,0
2015-08-29,Seville,312.71,1014,100,5,0.0,0.0,0.0,8
2015-08-29,Valencia,302.15,1020,88,4,0.0,0.0,0.0,40
2015-08-30,Barcelona,303.19,1020,88,4,0.0,0.0,0.0,40
2015-08-30,Bilbao,308.02,1014,94,8,0.9,0.0,0.0,72
2015-08-30,Madrid,307.49,1019,94,8,0.3,0.0,0.0,40
2015-08-30,Seville,311.23,1014,69,4,0.0,0.0,0.0,20
2015-08-30,Valencia,301.87,1020,88,4,0.0,0.0,0.0,75
2015-08-31,Barcelona,302.5,1018,88,6,0.3,0.0,0.0,75
2015-08-31,Bilbao,299.12,1017,100,6,0.9,0.0,0.0,75
2015-08-31,Madrid,300.42,1019,93,10,0.9,0.0,0.0,40
2015-08-31,Seville,306.83,1017,89,6,0.0,0.0,0.0,90
2015-08-31,Valencia,305.79,1017,94,7,3.0,0.0,0.0,75
2015-09-01,Barcelona,301.07,1016,83,5,0.3,0.0,0.0,75
2015-09-01,Bilbao,293.17,1022,100,4,0.9,0.0,0.0,90
2015-09-01,Madrid,296.76,1019,93,3,0.0,0.0,0.0,40
2015-09-01,Seville,305.97,1018,88,7,0.0,0.0,0.0,64
2015-09-01,Valencia,301.62,1016,88,5,0.3,0.0,0.0,40
2015-09-02,Barcelona,296.88,1017,88,4,3.0,0.0,0.0,75
2015-09-02,Bilbao,293.5,1020,100,3,0.9,0.0,0.0,75
2015-09-02,Madrid,296.79,1016,77,5,0.0,0.0,0.0,40
2015-09-02,Seville,305.22,1016,88,6,0.3,0.0,0.0,75
2015-09-02,Valencia,300.59,1017,83,6,0.0,0.0,0.0,75
2015-09-03,Barcelona,297.8,1015,88,7,12.0,0.0,0.0,75
2015-09-03,Bilbao,290.68,1020,100,4,0.9,0.0,0.0,75
2015-09-03,Madrid,293.48,1015,82,6,0.0,0.0,0.0,40
2015-09-03,Seville,303.83,1016,88,6,0.0,0.0,0.0,75
2015-09-03,Valencia,301.07,1014,94,8,3.0,0.0,0.0,75
2015-09-04,Barcelona,295.05,1017,88,5,0.9,0.0,0.0,90
2015-09-04,Bilbao,291.45,1021,100,3,0.3,0.0,0.0,75
2015-09-04,Madrid,293.59,1017,67,6,0.0,0.0,0.0,40
2015-09-04,Seville,304.48,1017,88,7,0.0,0.0,0.0,40
2015-09-04,Valencia,296.01,1017,83,6,3.0,0.0,0.0,90
2015-09-05,Barcelona,297.08,1020,88,6,0.0,0.0,0.0,40
2015-09-05,Bilbao,293.01,1024,93,4,0.0,0.0,0.0,75
2015-09-05,Madrid,293.94,1021,67,4,0.0,0.0,0.0,20
2015-09-05,Seville,301.5,1018,77,9,0.3,0.0,0.0,92
2015-09-05,Valencia,297.7,1020,93,5,0.0,0.0,0.0,75
2015-09-06,Barcelona,292.17,1022,82,6,0.0,0.0,0.0,75
2015-09-06,Bilbao,294.48,1025,100,5,0.0,0.0,0.0,75
2015-09-06,Madrid,291.94,1023,63,3,0.9,0.0,0.0,40
2015-09-06,Seville,306.45,1019,88,7,0.0,0.0,0.0,88
2015-09-06,Valencia,293.95,1022,94,3,0.9,0.0,0.0,90
2015-09-07,Barcelona,282.38,1021,88,5,0.9,0.0,0.0,75
2015-09-07,Bilbao,294.05,1025,100,4,0.0,0.0,0.0,40
2015-09-07,Madrid,291.25,1022,67,5,0.0,0.0,0.0,40
2015-09-07,Seville,305.74,1019,94,7,0.3,0.0,0.0,75
2015-09-07,Valencia,294.27,1022,94,3,3.0,0.0,0.0,75
2015-09-08,Barcelona,296.42,1020,82,5,0.0,0.0,0.0,40
2015-09-08,Bilbao,301.38,1023,93,4,0.0,0.0,0.0,0
2015-09-08,Madrid,294.95,1020,82,5,0.0,0.0,0.0,20
2015-09-08,Seville,306.35,1018,93,6,0.0,0.0,0.0,75
2015-09-08,Valencia,295.45,1020,100,4,0.9,0.0,0.0,75
2015-09-09,Barcelona,298.23,1017,77,5,0.0,0.0,0.0,20
2015-09-09,Bilbao,299.48,1018,93,6,0.0,0.0,0.0,75
2015-09-09,Madrid,294.96,1018,58,6,0.0,0.0,0.0,0
2015-09-09,Seville,307.38,1017,88,8,0.0,0.0,0.0,20
2015-09-09,Valencia,299.35,1018,93,4,0.3,0.0,0.0,20
2015-09-10,Barcelona,294.08,1016,93,5,0.9,0.0,0.0,75
2015-09-10,Bilbao,296.19,1017,93,4,0.0,0.0,0.0,75
2015-09-10,Madrid,294.6,1016,58,6,0.0,0.0,0.0,40
2015-09-10,Seville,307.71,1015,77,7,0.0,0.0,0.0,20
2015-09-10,Valencia,301.88,1016,88,7,0.0,0.0,0.0,0
2015-09-11,Barcelona,296.75,1017,93,3,0.9,0.0,0.0,75
2015-09-11,Bilbao,302.39,1017,100,6,0.0,0.0,0.0,75
2015-09-11,Madrid,296.22,1016,54,5,0.0,0.0,0.0,0
2015-09-11,Seville,306.52,1014,82,5,0.0,0.0,0.0,20
2015-09-11,Valencia,301.33,1015,88,4,0.0,0.0,0.0,75
2015-09-12,Barcelona,299.71,1016,88,4,0.9,0.0,0.0,75
2015-09-12,Bilbao,295.91,1014,93,4,0.0,0.0,0.0,75
2015-09-12,Madrid,294.73,1015,55,5,0.0,0.0,0.0,40
